State	Municipality_of_residence	Sex	Case_classification	year	ew	total
MS	AGUA CLARA	F	CONFIRMADO	2010	1	1
MS	AGUA CLARA	F	CONFIRMADO	2010	2	1
MS	AGUA CLARA	F	CONFIRMADO	2010	5	1
MS	AGUA CLARA	F	CONFIRMADO	2010	7	2
MS	AGUA CLARA	F	CONFIRMADO	2010	8	6
MS	AGUA CLARA	F	CONFIRMADO	2010	9	2
MS	AGUA CLARA	F	CONFIRMADO	2010	11	10
MS	AGUA CLARA	F	CONFIRMADO	2010	12	10
MS	AGUA CLARA	F	CONFIRMADO	2010	13	8
MS	AGUA CLARA	F	CONFIRMADO	2010	14	12
MS	AGUA CLARA	F	CONFIRMADO	2010	15	4
MS	AGUA CLARA	F	CONFIRMADO	2010	16	4
MS	AGUA CLARA	F	CONFIRMADO	2010	17	12
MS	AGUA CLARA	F	CONFIRMADO	2010	18	8
MS	AGUA CLARA	F	CONFIRMADO	2010	19	10
MS	AGUA CLARA	F	CONFIRMADO	2010	20	12
MS	AGUA CLARA	F	CONFIRMADO	2010	21	6
MS	AGUA CLARA	F	CONFIRMADO	2010	22	1
MS	AGUA CLARA	F	CONFIRMADO	2010	23	2
MS	AGUA CLARA	F	CONFIRMADO	2010	24	4
MS	AGUA CLARA	F	CONFIRMADO	2010	25	1
MS	AGUA CLARA	F	CONFIRMADO	2010	26	1
MS	AGUA CLARA	F	CONFIRMADO	2010	27	1
MS	AGUA CLARA	F	CONFIRMADO	2010	31	2
MS	AGUA CLARA	F	CONFIRMADO	2010	34	2
MS	AGUA CLARA	F	CONFIRMADO	2010	51	1
MS	AGUA CLARA	F	CONFIRMADO	2011	17	1
MS	AGUA CLARA	F	CONFIRMADO	2011	20	1
MS	AGUA CLARA	F	CONFIRMADO	2011	25	1
MS	AGUA CLARA	F	CONFIRMADO	2011	26	1
MS	AGUA CLARA	F	CONFIRMADO	2011	37	1
MS	AGUA CLARA	F	CONFIRMADO	2012	10	1
MS	AGUA CLARA	F	CONFIRMADO	2013	3	1
MS	AGUA CLARA	F	CONFIRMADO	2013	4	1
MS	AGUA CLARA	F	CONFIRMADO	2013	5	10
MS	AGUA CLARA	F	CONFIRMADO	2013	6	14
MS	AGUA CLARA	F	CONFIRMADO	2013	7	10
MS	AGUA CLARA	F	CONFIRMADO	2013	8	12
MS	AGUA CLARA	F	CONFIRMADO	2013	9	24
MS	AGUA CLARA	F	CONFIRMADO	2013	10	11
MS	AGUA CLARA	F	CONFIRMADO	2013	11	23
MS	AGUA CLARA	F	CONFIRMADO	2013	12	36
MS	AGUA CLARA	F	CONFIRMADO	2013	13	40
MS	AGUA CLARA	F	CONFIRMADO	2013	14	6
MS	AGUA CLARA	F	CONFIRMADO	2013	15	2
MS	AGUA CLARA	F	CONFIRMADO	2013	17	12
MS	AGUA CLARA	F	CONFIRMADO	2013	18	3
MS	AGUA CLARA	F	CONFIRMADO	2013	20	1
MS	AGUA CLARA	F	CONFIRMADO	2013	44	2
MS	AGUA CLARA	F	CONFIRMADO	2013	50	2
MS	AGUA CLARA	F	CONFIRMADO	2013	51	1
MS	AGUA CLARA	F	CONFIRMADO	2014	1	1
MS	AGUA CLARA	F	CONFIRMADO	2014	17	1
MS	AGUA CLARA	F	CONFIRMADO	2015	3	2
MS	AGUA CLARA	F	CONFIRMADO	2014	18	1
MS	AGUA CLARA	F	CONFIRMADO	2015	5	2
MS	AGUA CLARA	F	CONFIRMADO	2015	6	8
MS	AGUA CLARA	F	CONFIRMADO	2015	7	2
MS	AGUA CLARA	F	CONFIRMADO	2015	8	8
MS	AGUA CLARA	F	CONFIRMADO	2015	9	3
MS	AGUA CLARA	F	CONFIRMADO	2015	10	7
MS	AGUA CLARA	F	CONFIRMADO	2015	11	4
MS	AGUA CLARA	F	CONFIRMADO	2015	13	1
MS	AGUA CLARA	F	CONFIRMADO	2017	4	1
MS	AGUA CLARA	F	CONFIRMADO	2017	13	1
MS	AGUA CLARA	F	CONFIRMADO	2017	14	1
MS	AGUA CLARA	F	CONFIRMADO	2018	46	1
MS	AGUA CLARA	F	CONFIRMADO	2018	47	1
MS	AGUA CLARA	F	CONFIRMADO	2018	52	1
MS	AGUA CLARA	F	CONFIRMADO	2019	2	1
MS	AGUA CLARA	F	CONFIRMADO	2019	3	4
MS	AGUA CLARA	F	CONFIRMADO	2019	4	3
MS	AGUA CLARA	F	CONFIRMADO	2019	5	2
MS	AGUA CLARA	F	CONFIRMADO	2019	7	1
MS	AGUA CLARA	F	CONFIRMADO	2019	8	3
MS	AGUA CLARA	F	CONFIRMADO	2019	9	4
MS	AGUA CLARA	F	CONFIRMADO	2019	10	2
MS	AGUA CLARA	F	CONFIRMADO	2019	11	1
MS	AGUA CLARA	F	CONFIRMADO	2019	12	2
MS	AGUA CLARA	F	CONFIRMADO	2019	15	1
MS	AGUA CLARA	F	CONFIRMADO	2019	16	1
MS	AGUA CLARA	F	CONFIRMADO	2019	17	1
MS	AGUA CLARA	F	CONFIRMADO	2019	18	2
MS	AGUA CLARA	F	CONFIRMADO	2019	19	1
MS	AGUA CLARA	F	CONFIRMADO	2019	20	2
MS	AGUA CLARA	F	CONFIRMADO	2019	25	1
MS	AGUA CLARA	F	CONFIRMADO	2019	37	1
MS	AGUA CLARA	F	CONFIRMADO	2020	2	2
MS	AGUA CLARA	F	CONFIRMADO	2020	4	4
MS	AGUA CLARA	F	CONFIRMADO	2020	5	2
MS	AGUA CLARA	F	CONFIRMADO	2020	6	1
MS	AGUA CLARA	F	CONFIRMADO	2020	7	7
MS	AGUA CLARA	F	CONFIRMADO	2020	8	1
MS	AGUA CLARA	F	CONFIRMADO	2020	9	3
MS	AGUA CLARA	F	CONFIRMADO	2020	10	3
MS	AGUA CLARA	F	CONFIRMADO	2020	11	5
MS	AGUA CLARA	F	CONFIRMADO	2020	12	7
MS	AGUA CLARA	F	CONFIRMADO	2020	13	11
MS	AGUA CLARA	F	CONFIRMADO	2020	14	11
MS	AGUA CLARA	F	CONFIRMADO	2020	15	4
MS	AGUA CLARA	F	CONFIRMADO	2020	16	2
MS	AGUA CLARA	F	CONFIRMADO	2020	17	1
MS	AGUA CLARA	F	CONFIRMADO	2020	18	5
MS	AGUA CLARA	F	CONFIRMADO	2020	19	6
MS	AGUA CLARA	F	CONFIRMADO	2020	20	2
MS	AGUA CLARA	F	CONFIRMADO	2020	21	1
MS	AGUA CLARA	F	CONFIRMADO	2020	22	4
MS	AGUA CLARA	F	CONFIRMADO	2020	26	1
MS	AGUA CLARA	F	CONFIRMADO	2020	30	1
MS	AGUA CLARA	F	CONFIRMADO	2020	33	2
MS	AGUA CLARA	F	CONFIRMADO	2020	36	1
MS	AGUA CLARA	F	CONFIRMADO	2020	37	1
MS	AGUA CLARA	F	CONFIRMADO	2021	4	1
MS	AGUA CLARA	F	CONFIRMADO	2021	5	1
MS	AGUA CLARA	F	CONFIRMADO	2021	7	2
MS	AGUA CLARA	F	CONFIRMADO	2021	8	3
MS	AGUA CLARA	F	CONFIRMADO	2021	11	2
MS	AGUA CLARA	F	CONFIRMADO	2021	12	2
MS	AGUA CLARA	F	CONFIRMADO	2021	13	1
MS	AGUA CLARA	F	CONFIRMADO	2021	14	3
MS	AGUA CLARA	F	CONFIRMADO	2021	16	1
MS	AGUA CLARA	F	CONFIRMADO	2021	17	4
MS	AGUA CLARA	F	CONFIRMADO	2021	18	5
MS	AGUA CLARA	F	CONFIRMADO	2021	19	3
MS	AGUA CLARA	F	CONFIRMADO	2021	22	1
MS	AGUA CLARA	F	CONFIRMADO	2021	28	3
MS	AGUA CLARA	F	CONFIRMADO	2021	29	1
MS	AGUA CLARA	F	CONFIRMADO	2022	1	1
MS	AGUA CLARA	F	CONFIRMADO	2022	2	1
MS	AGUA CLARA	F	CONFIRMADO	2022	3	1
MS	AGUA CLARA	F	CONFIRMADO	2022	4	1
MS	AGUA CLARA	F	CONFIRMADO	2022	7	1
MS	AGUA CLARA	F	CONFIRMADO	2022	13	1
MS	AGUA CLARA	F	CONFIRMADO	2022	14	1
MS	AGUA CLARA	F	CONFIRMADO	2022	18	1
MS	AGUA CLARA	F	CONFIRMADO	2022	22	3
MS	AGUA CLARA	F	CONFIRMADO	2022	23	4
MS	AGUA CLARA	F	CONFIRMADO	2022	24	1
MS	AGUA CLARA	F	CONFIRMADO	2020	10	1
MS	ALCINOPOLIS	F	CONFIRMADO	2010	2	2
MS	ALCINOPOLIS	F	CONFIRMADO	2010	8	1
MS	ALCINOPOLIS	F	CONFIRMADO	2010	9	1
MS	ALCINOPOLIS	F	CONFIRMADO	2010	19	1
MS	ALCINOPOLIS	F	CONFIRMADO	2011	11	1
MS	ALCINOPOLIS	F	CONFIRMADO	2011	15	1
MS	ALCINOPOLIS	F	CONFIRMADO	2011	16	5
MS	ALCINOPOLIS	F	CONFIRMADO	2011	17	2
MS	ALCINOPOLIS	F	CONFIRMADO	2011	18	2
MS	ALCINOPOLIS	F	CONFIRMADO	2011	19	5
MS	ALCINOPOLIS	F	CONFIRMADO	2011	20	2
MS	ALCINOPOLIS	F	CONFIRMADO	2011	21	1
MS	ALCINOPOLIS	F	CONFIRMADO	2011	25	1
MS	ALCINOPOLIS	F	CONFIRMADO	2011	26	1
MS	ALCINOPOLIS	F	CONFIRMADO	2011	27	1
MS	ALCINOPOLIS	F	CONFIRMADO	2013	1	1
MS	ALCINOPOLIS	F	CONFIRMADO	2013	4	1
MS	ALCINOPOLIS	F	CONFIRMADO	2013	5	2
MS	ALCINOPOLIS	F	CONFIRMADO	2013	6	7
MS	ALCINOPOLIS	F	CONFIRMADO	2013	7	7
MS	ALCINOPOLIS	F	CONFIRMADO	2013	8	10
MS	ALCINOPOLIS	F	CONFIRMADO	2013	9	13
MS	ALCINOPOLIS	F	CONFIRMADO	2013	10	16
MS	ALCINOPOLIS	F	CONFIRMADO	2013	11	21
MS	ALCINOPOLIS	F	CONFIRMADO	2013	12	26
MS	ALCINOPOLIS	F	CONFIRMADO	2013	13	27
MS	ALCINOPOLIS	F	CONFIRMADO	2013	14	12
MS	ALCINOPOLIS	F	CONFIRMADO	2013	15	9
MS	ALCINOPOLIS	F	CONFIRMADO	2013	16	9
MS	ALCINOPOLIS	F	CONFIRMADO	2013	17	9
MS	ALCINOPOLIS	F	CONFIRMADO	2013	18	7
MS	ALCINOPOLIS	F	CONFIRMADO	2013	19	6
MS	ALCINOPOLIS	F	CONFIRMADO	2013	20	6
MS	ALCINOPOLIS	F	CONFIRMADO	2013	21	5
MS	ALCINOPOLIS	F	CONFIRMADO	2013	22	7
MS	ALCINOPOLIS	F	CONFIRMADO	2013	23	1
MS	ALCINOPOLIS	F	CONFIRMADO	2013	24	2
MS	ALCINOPOLIS	F	CONFIRMADO	2013	25	7
MS	ALCINOPOLIS	F	CONFIRMADO	2013	26	2
MS	ALCINOPOLIS	F	CONFIRMADO	2013	27	3
MS	ALCINOPOLIS	F	CONFIRMADO	2013	28	1
MS	ALCINOPOLIS	F	CONFIRMADO	2013	30	1
MS	ALCINOPOLIS	F	CONFIRMADO	2013	45	2
MS	ALCINOPOLIS	F	CONFIRMADO	2013	47	1
MS	ALCINOPOLIS	F	CONFIRMADO	2013	49	1
MS	ALCINOPOLIS	F	CONFIRMADO	2013	50	1
MS	ALCINOPOLIS	F	CONFIRMADO	2014	18	1
MS	ALCINOPOLIS	F	CONFIRMADO	2014	29	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	4	2
MS	ALCINOPOLIS	F	CONFIRMADO	2015	6	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	8	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	10	3
MS	ALCINOPOLIS	F	CONFIRMADO	2015	12	3
MS	ALCINOPOLIS	F	CONFIRMADO	2015	13	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	14	4
MS	ALCINOPOLIS	F	CONFIRMADO	2015	16	2
MS	ALCINOPOLIS	F	CONFIRMADO	2015	21	2
MS	ALCINOPOLIS	F	CONFIRMADO	2015	25	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	26	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	27	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	29	2
MS	ALCINOPOLIS	F	CONFIRMADO	2015	31	2
MS	ALCINOPOLIS	F	CONFIRMADO	2015	32	2
MS	ALCINOPOLIS	F	CONFIRMADO	2015	33	2
MS	ALCINOPOLIS	F	CONFIRMADO	2015	35	2
MS	ALCINOPOLIS	F	CONFIRMADO	2015	37	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	38	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	50	1
MS	ALCINOPOLIS	F	CONFIRMADO	2015	51	2
MS	ALCINOPOLIS	F	CONFIRMADO	2016	1	2
MS	ALCINOPOLIS	F	CONFIRMADO	2016	3	5
MS	ALCINOPOLIS	F	CONFIRMADO	2016	4	6
MS	ALCINOPOLIS	F	CONFIRMADO	2016	5	17
MS	ALCINOPOLIS	F	CONFIRMADO	2016	6	4
MS	ALCINOPOLIS	F	CONFIRMADO	2016	7	24
MS	ALCINOPOLIS	F	CONFIRMADO	2016	8	12
MS	ALCINOPOLIS	F	CONFIRMADO	2016	9	6
MS	ALCINOPOLIS	F	CONFIRMADO	2016	10	6
MS	ALCINOPOLIS	F	CONFIRMADO	2016	11	3
MS	ALCINOPOLIS	F	CONFIRMADO	2016	12	1
MS	ALCINOPOLIS	F	CONFIRMADO	2016	13	1
MS	ALCINOPOLIS	F	CONFIRMADO	2016	14	2
MS	ALCINOPOLIS	F	CONFIRMADO	2016	15	2
MS	ALCINOPOLIS	F	CONFIRMADO	2016	34	1
MS	ALCINOPOLIS	F	CONFIRMADO	2016	49	2
MS	ALCINOPOLIS	F	CONFIRMADO	2017	6	1
MS	ALCINOPOLIS	F	CONFIRMADO	2017	9	2
MS	ALCINOPOLIS	F	CONFIRMADO	2017	12	1
MS	ALCINOPOLIS	F	CONFIRMADO	2017	14	1
MS	ALCINOPOLIS	F	CONFIRMADO	2018	2	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	5	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	6	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	11	3
MS	ALCINOPOLIS	F	CONFIRMADO	2019	12	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	13	3
MS	ALCINOPOLIS	F	CONFIRMADO	2019	14	9
MS	ALCINOPOLIS	F	CONFIRMADO	2019	15	8
MS	ALCINOPOLIS	F	CONFIRMADO	2019	16	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	17	9
MS	ALCINOPOLIS	F	CONFIRMADO	2019	18	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	19	4
MS	ALCINOPOLIS	F	CONFIRMADO	2019	20	5
MS	ALCINOPOLIS	F	CONFIRMADO	2019	21	7
MS	ALCINOPOLIS	F	CONFIRMADO	2019	22	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	23	3
MS	ALCINOPOLIS	F	CONFIRMADO	2019	24	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	27	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	28	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	31	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	32	3
MS	ALCINOPOLIS	F	CONFIRMADO	2019	33	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	34	4
MS	ALCINOPOLIS	F	CONFIRMADO	2019	35	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	36	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	37	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	38	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	39	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	40	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	41	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	42	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	43	3
MS	ALCINOPOLIS	F	CONFIRMADO	2019	44	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	47	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	48	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	49	2
MS	ALCINOPOLIS	F	CONFIRMADO	2019	50	5
MS	ALCINOPOLIS	F	CONFIRMADO	2019	51	3
MS	ALCINOPOLIS	F	CONFIRMADO	2019	52	12
MS	ALCINOPOLIS	F	CONFIRMADO	2020	1	11
MS	ALCINOPOLIS	F	CONFIRMADO	2020	2	17
MS	ALCINOPOLIS	F	CONFIRMADO	2020	3	11
MS	ALCINOPOLIS	F	CONFIRMADO	2020	4	11
MS	ALCINOPOLIS	F	CONFIRMADO	2020	5	7
MS	ALCINOPOLIS	F	CONFIRMADO	2020	6	10
MS	ALCINOPOLIS	F	CONFIRMADO	2020	7	8
MS	ALCINOPOLIS	F	CONFIRMADO	2020	8	6
MS	ALCINOPOLIS	F	CONFIRMADO	2020	9	8
MS	ALCINOPOLIS	F	CONFIRMADO	2020	10	6
MS	ALCINOPOLIS	F	CONFIRMADO	2020	11	2
MS	ALCINOPOLIS	F	CONFIRMADO	2020	18	1
MS	ALCINOPOLIS	F	CONFIRMADO	2020	21	1
MS	ALCINOPOLIS	F	CONFIRMADO	2020	23	1
MS	ALCINOPOLIS	F	CONFIRMADO	2020	25	1
MS	ALCINOPOLIS	F	CONFIRMADO	2020	26	1
MS	ALCINOPOLIS	F	CONFIRMADO	2020	41	1
MS	ALCINOPOLIS	F	CONFIRMADO	2019	31	1
MS	ALCINOPOLIS	F	CONFIRMADO	2020	4	1
MS	AMAMBAI	F	CONFIRMADO	2010	3	3
MS	AMAMBAI	F	CONFIRMADO	2010	4	3
MS	AMAMBAI	F	CONFIRMADO	2010	5	17
MS	AMAMBAI	F	CONFIRMADO	2010	6	16
MS	AMAMBAI	F	CONFIRMADO	2010	7	31
MS	AMAMBAI	F	CONFIRMADO	2010	8	19
MS	AMAMBAI	F	CONFIRMADO	2010	9	31
MS	AMAMBAI	F	CONFIRMADO	2010	10	23
MS	AMAMBAI	F	CONFIRMADO	2010	11	28
MS	AMAMBAI	F	CONFIRMADO	2010	12	65
MS	AMAMBAI	F	CONFIRMADO	2010	13	25
MS	AMAMBAI	F	CONFIRMADO	2010	14	45
MS	AMAMBAI	F	CONFIRMADO	2010	15	62
MS	AMAMBAI	F	CONFIRMADO	2010	16	29
MS	AMAMBAI	F	CONFIRMADO	2010	17	32
MS	AMAMBAI	F	CONFIRMADO	2010	18	28
MS	AMAMBAI	F	CONFIRMADO	2010	19	8
MS	AMAMBAI	F	CONFIRMADO	2010	20	9
MS	AMAMBAI	F	CONFIRMADO	2010	24	1
MS	AMAMBAI	F	CONFIRMADO	2010	34	1
MS	AMAMBAI	F	CONFIRMADO	2010	40	1
MS	AMAMBAI	F	CONFIRMADO	2010	41	1
MS	AMAMBAI	F	CONFIRMADO	2010	47	1
MS	AMAMBAI	F	CONFIRMADO	2010	48	1
MS	AMAMBAI	F	CONFIRMADO	2011	11	2
MS	AMAMBAI	F	CONFIRMADO	2011	14	1
MS	AMAMBAI	F	CONFIRMADO	2011	16	1
MS	AMAMBAI	F	CONFIRMADO	2011	38	1
MS	AMAMBAI	F	CONFIRMADO	2011	42	2
MS	AMAMBAI	F	CONFIRMADO	2011	45	1
MS	AMAMBAI	F	CONFIRMADO	2013	2	1
MS	AMAMBAI	F	CONFIRMADO	2013	3	5
MS	AMAMBAI	F	CONFIRMADO	2013	4	3
MS	AMAMBAI	F	CONFIRMADO	2013	5	7
MS	AMAMBAI	F	CONFIRMADO	2013	6	10
MS	AMAMBAI	F	CONFIRMADO	2013	7	9
MS	AMAMBAI	F	CONFIRMADO	2013	8	16
MS	AMAMBAI	F	CONFIRMADO	2013	9	17
MS	AMAMBAI	F	CONFIRMADO	2013	10	19
MS	AMAMBAI	F	CONFIRMADO	2013	11	22
MS	AMAMBAI	F	CONFIRMADO	2013	12	24
MS	AMAMBAI	F	CONFIRMADO	2013	13	19
MS	AMAMBAI	F	CONFIRMADO	2013	14	12
MS	AMAMBAI	F	CONFIRMADO	2013	15	7
MS	AMAMBAI	F	CONFIRMADO	2013	16	6
MS	AMAMBAI	F	CONFIRMADO	2013	17	5
MS	AMAMBAI	F	CONFIRMADO	2013	18	4
MS	AMAMBAI	F	CONFIRMADO	2013	19	2
MS	AMAMBAI	F	CONFIRMADO	2013	20	2
MS	AMAMBAI	F	CONFIRMADO	2013	21	2
MS	AMAMBAI	F	CONFIRMADO	2013	25	1
MS	AMAMBAI	F	CONFIRMADO	2013	51	1
MS	AMAMBAI	F	CONFIRMADO	2014	11	1
MS	AMAMBAI	F	CONFIRMADO	2014	13	3
MS	AMAMBAI	F	CONFIRMADO	2014	14	3
MS	AMAMBAI	F	CONFIRMADO	2014	19	1
MS	AMAMBAI	F	CONFIRMADO	2014	20	2
MS	AMAMBAI	F	CONFIRMADO	2014	21	1
MS	AMAMBAI	F	CONFIRMADO	2014	27	1
MS	AMAMBAI	F	CONFIRMADO	2014	28	1
MS	AMAMBAI	F	CONFIRMADO	2014	44	1
MS	AMAMBAI	F	CONFIRMADO	2015	10	1
MS	AMAMBAI	F	CONFIRMADO	2015	11	3
MS	AMAMBAI	F	CONFIRMADO	2015	12	5
MS	AMAMBAI	F	CONFIRMADO	2015	13	5
MS	AMAMBAI	F	CONFIRMADO	2015	14	2
MS	AMAMBAI	F	CONFIRMADO	2015	15	1
MS	AMAMBAI	F	CONFIRMADO	2016	8	1
MS	AMAMBAI	F	CONFIRMADO	2016	13	1
MS	AMAMBAI	F	CONFIRMADO	2016	14	1
MS	AMAMBAI	F	CONFIRMADO	2016	15	4
MS	AMAMBAI	F	CONFIRMADO	2016	16	1
MS	AMAMBAI	F	CONFIRMADO	2016	18	2
MS	AMAMBAI	F	CONFIRMADO	2016	19	6
MS	AMAMBAI	F	CONFIRMADO	2016	22	2
MS	AMAMBAI	F	CONFIRMADO	2016	25	1
MS	AMAMBAI	F	CONFIRMADO	2016	26	2
MS	AMAMBAI	F	CONFIRMADO	2016	32	1
MS	AMAMBAI	F	CONFIRMADO	2016	51	1
MS	AMAMBAI	F	CONFIRMADO	2017	2	1
MS	AMAMBAI	F	CONFIRMADO	2017	5	2
MS	AMAMBAI	F	CONFIRMADO	2017	6	1
MS	AMAMBAI	F	CONFIRMADO	2017	21	3
MS	AMAMBAI	F	CONFIRMADO	2017	45	1
MS	AMAMBAI	F	CONFIRMADO	2017	46	1
MS	AMAMBAI	F	CONFIRMADO	2018	1	1
MS	AMAMBAI	F	CONFIRMADO	2018	3	2
MS	AMAMBAI	F	CONFIRMADO	2018	4	2
MS	AMAMBAI	F	CONFIRMADO	2018	5	2
MS	AMAMBAI	F	CONFIRMADO	2018	8	1
MS	AMAMBAI	F	CONFIRMADO	2018	9	2
MS	AMAMBAI	F	CONFIRMADO	2018	12	3
MS	AMAMBAI	F	CONFIRMADO	2018	14	1
MS	AMAMBAI	F	CONFIRMADO	2018	15	1
MS	AMAMBAI	F	CONFIRMADO	2018	16	1
MS	AMAMBAI	F	CONFIRMADO	2018	17	3
MS	AMAMBAI	F	CONFIRMADO	2018	18	2
MS	AMAMBAI	F	CONFIRMADO	2018	19	1
MS	AMAMBAI	F	CONFIRMADO	2018	26	1
MS	AMAMBAI	F	CONFIRMADO	2018	28	1
MS	AMAMBAI	F	CONFIRMADO	2018	49	2
MS	AMAMBAI	F	CONFIRMADO	2018	51	2
MS	AMAMBAI	F	CONFIRMADO	2019	3	2
MS	AMAMBAI	F	CONFIRMADO	2019	4	2
MS	AMAMBAI	F	CONFIRMADO	2019	5	4
MS	AMAMBAI	F	CONFIRMADO	2019	6	3
MS	AMAMBAI	F	CONFIRMADO	2019	7	1
MS	AMAMBAI	F	CONFIRMADO	2019	8	2
MS	AMAMBAI	F	CONFIRMADO	2019	9	1
MS	AMAMBAI	F	CONFIRMADO	2019	10	4
MS	AMAMBAI	F	CONFIRMADO	2019	11	5
MS	AMAMBAI	F	CONFIRMADO	2019	12	10
MS	AMAMBAI	F	CONFIRMADO	2019	13	26
MS	AMAMBAI	F	CONFIRMADO	2019	14	19
MS	AMAMBAI	F	CONFIRMADO	2019	15	17
MS	AMAMBAI	F	CONFIRMADO	2019	16	27
MS	AMAMBAI	F	CONFIRMADO	2019	17	24
MS	AMAMBAI	F	CONFIRMADO	2019	18	34
MS	AMAMBAI	F	CONFIRMADO	2019	19	40
MS	AMAMBAI	F	CONFIRMADO	2019	20	37
MS	AMAMBAI	F	CONFIRMADO	2019	21	25
MS	AMAMBAI	F	CONFIRMADO	2019	22	23
MS	AMAMBAI	F	CONFIRMADO	2019	23	17
MS	AMAMBAI	F	CONFIRMADO	2019	24	19
MS	AMAMBAI	F	CONFIRMADO	2019	25	19
MS	AMAMBAI	F	CONFIRMADO	2019	26	21
MS	AMAMBAI	F	CONFIRMADO	2019	27	10
MS	AMAMBAI	F	CONFIRMADO	2019	28	5
MS	AMAMBAI	F	CONFIRMADO	2019	29	2
MS	AMAMBAI	F	CONFIRMADO	2019	30	4
MS	AMAMBAI	F	CONFIRMADO	2019	31	1
MS	AMAMBAI	F	CONFIRMADO	2019	32	1
MS	AMAMBAI	F	CONFIRMADO	2019	33	2
MS	AMAMBAI	F	CONFIRMADO	2019	34	2
MS	AMAMBAI	F	CONFIRMADO	2019	35	3
MS	AMAMBAI	F	CONFIRMADO	2019	36	2
MS	AMAMBAI	F	CONFIRMADO	2019	37	2
MS	AMAMBAI	F	CONFIRMADO	2019	39	2
MS	AMAMBAI	F	CONFIRMADO	2019	40	1
MS	AMAMBAI	F	CONFIRMADO	2019	41	3
MS	AMAMBAI	F	CONFIRMADO	2019	46	2
MS	AMAMBAI	F	CONFIRMADO	2019	47	1
MS	AMAMBAI	F	CONFIRMADO	2019	48	2
MS	AMAMBAI	F	CONFIRMADO	2019	50	3
MS	AMAMBAI	F	CONFIRMADO	2020	1	2
MS	AMAMBAI	F	CONFIRMADO	2020	2	4
MS	AMAMBAI	F	CONFIRMADO	2020	3	9
MS	AMAMBAI	F	CONFIRMADO	2020	4	17
MS	AMAMBAI	F	CONFIRMADO	2020	5	11
MS	AMAMBAI	F	CONFIRMADO	2020	6	25
MS	AMAMBAI	F	CONFIRMADO	2020	7	17
MS	AMAMBAI	F	CONFIRMADO	2020	8	57
MS	AMAMBAI	F	CONFIRMADO	2020	9	48
MS	AMAMBAI	F	CONFIRMADO	2020	10	81
MS	AMAMBAI	F	CONFIRMADO	2020	11	96
MS	AMAMBAI	F	CONFIRMADO	2020	12	89
MS	AMAMBAI	F	CONFIRMADO	2020	13	74
MS	AMAMBAI	F	CONFIRMADO	2020	14	90
MS	AMAMBAI	F	CONFIRMADO	2020	15	67
MS	AMAMBAI	F	CONFIRMADO	2020	16	69
MS	AMAMBAI	F	CONFIRMADO	2020	17	55
MS	AMAMBAI	F	CONFIRMADO	2020	18	57
MS	AMAMBAI	F	CONFIRMADO	2020	19	47
MS	AMAMBAI	F	CONFIRMADO	2020	20	32
MS	AMAMBAI	F	CONFIRMADO	2020	21	27
MS	AMAMBAI	F	CONFIRMADO	2020	22	18
MS	AMAMBAI	F	CONFIRMADO	2020	23	5
MS	AMAMBAI	F	CONFIRMADO	2020	24	1
MS	AMAMBAI	F	CONFIRMADO	2020	25	5
MS	AMAMBAI	F	CONFIRMADO	2020	26	4
MS	AMAMBAI	F	CONFIRMADO	2020	27	3
MS	AMAMBAI	F	CONFIRMADO	2020	28	1
MS	AMAMBAI	F	CONFIRMADO	2020	29	4
MS	AMAMBAI	F	CONFIRMADO	2020	30	2
MS	AMAMBAI	F	CONFIRMADO	2020	31	1
